all	coherent	ratio
1316	1195	9.87603305785
1580	1439	10.2056737589
1537	1379	8.72784810127
1567	1411	9.04487179487
1335	1198	8.74452554745
1507	1356	8.98013245033
1626	1449	8.18644067797
1452	1325	10.4330708661
1458	1301	8.28662420382
1492	1338	8.68831168831
1637	1473	8.98170731707
1469	1330	9.56834532374
1401	1264	9.22627737226
1420	1271	8.53020134228
1763	1583	8.79444444444
1515	1376	9.89928057554
1479	1345	10.0373134328
1570	1422	9.60810810811
1502	1332	7.83529411765
1582	1415	8.47305389222
1661	1503	9.51265822785
1454	1308	8.95890410959
1483	1311	7.62209302326
1558	1381	7.80225988701
1506	1344	8.2962962963
1456	1284	7.46511627907
1610	1434	8.14772727273
1551	1374	7.76271186441
1342	1200	8.45070422535
1519	1353	8.15060240964
1579	1420	8.93081761006
1688	1498	7.88421052632
1543	1374	8.13017751479
1470	1299	7.59649122807
1478	1350	10.546875
1557	1405	9.24342105263
1530	1371	8.62264150943
1511	1374	10.0291970803
1441	1311	10.0846153846
1504	1326	7.44943820225
1534	1374	8.5875
1477	1338	9.62589928058
1606	1449	9.22929936306
1487	1298	6.86772486772
1481	1318	8.08588957055
1580	1405	8.02857142857
1534	1383	9.15894039735
1586	1439	9.78911564626
1542	1388	9.01298701299
1428	1297	9.90076335878
1553	1373	7.62777777778
1548	1387	8.6149068323
1543	1375	8.18452380952
1534	1390	9.65277777778
1561	1385	7.86931818182
1395	1263	9.56818181818
1702	1532	9.01176470588
1508	1352	8.66666666667
1612	1462	9.74666666667
1484	1321	8.10429447853
1329	1197	9.06818181818
1420	1264	8.10256410256
1507	1354	8.84967320261
1753	1563	8.22631578947
1550	1377	7.95953757225
1457	1306	8.64900662252
1487	1330	8.47133757962
1655	1487	8.85119047619
1443	1305	9.45652173913
1587	1403	7.625
1683	1515	9.01785714286
1488	1308	7.26666666667
1544	1392	9.15789473684
1563	1389	7.98275862069
1640	1452	7.72340425532
1423	1279	8.88194444444
1608	1448	9.05
1625	1459	8.78915662651
1564	1428	10.5
1502	1345	8.56687898089
1585	1441	10.0069444444
1623	1468	9.47096774194
1528	1368	8.55
1485	1330	8.58064516129
1713	1486	6.54625550661
1700	1535	9.30303030303
1464	1360	13.0769230769
1642	1474	8.77380952381
1494	1330	8.10975609756
1727	1552	8.86857142857
1452	1294	8.18987341772
1407	1246	7.73913043478
1550	1384	8.33734939759
1458	1313	9.05517241379
1607	1448	9.10691823899
1481	1335	9.14383561644
1580	1417	8.69325153374
1563	1407	9.01923076923
1668	1497	8.75438596491
1378	1220	7.72151898734
1558	1416	9.97183098592
1532	1383	9.28187919463
1617	1448	8.56804733728
1673	1512	9.39130434783
1568	1420	9.59459459459
1717	1559	9.86708860759
1582	1422	8.8875
1490	1334	8.55128205128
1528	1373	8.85806451613
1570	1390	7.72222222222
1477	1336	9.47517730496
1578	1385	7.17616580311
1474	1307	7.82634730539
1644	1484	9.275
1481	1330	8.80794701987
1389	1263	10.0238095238
1360	1218	8.57746478873
1413	1253	7.83125
1663	1473	7.75263157895
1432	1278	8.2987012987
1679	1492	7.97860962567
1365	1218	8.28571428571
1595	1444	9.56291390728
1540	1380	8.625
1666	1501	9.09696969697
1696	1513	8.26775956284
1425	1289	9.47794117647
1538	1395	9.75524475524
1415	1256	7.89937106918
1575	1407	8.375
1729	1537	8.00520833333
1619	1436	7.84699453552
1783	1590	8.23834196891
1582	1403	7.83798882682
1542	1384	8.75949367089
1824	1657	9.92215568862
1418	1266	8.32894736842
1555	1388	8.31137724551
1589	1435	9.31818181818
1308	1157	7.66225165563
1500	1367	10.2781954887
1513	1368	9.43448275862
1530	1369	8.50310559006
1493	1328	8.04848484848
1636	1465	8.56725146199
1603	1433	8.42941176471
1726	1541	8.32972972973
1600	1439	8.93788819876
1350	1216	9.07462686567
1478	1308	7.69411764706
1490	1331	8.37106918239
1537	1354	7.39890710383
1821	1649	9.58720930233
1420	1279	9.07092198582
1421	1270	8.41059602649
1362	1214	8.2027027027
1537	1390	9.45578231293
1592	1420	8.25581395349
1681	1517	9.25
1517	1353	8.25
1293	1148	7.91724137931
1536	1393	9.74125874126
1631	1453	8.16292134831
1597	1421	8.07386363636
1655	1490	9.0303030303
1541	1378	8.45398773006
1398	1224	7.03448275862
1562	1404	8.88607594937
1580	1413	8.46107784431
1404	1261	8.81818181818
1606	1439	8.61676646707
1498	1341	8.54140127389
1350	1216	9.07462686567
1339	1204	8.91851851852
1363	1228	9.0962962963
1779	1587	8.265625
1417	1264	8.2614379085
1364	1211	7.91503267974
1621	1436	7.76216216216
1616	1451	8.79393939394
1601	1457	10.1180555556
1499	1346	8.79738562092
1498	1346	8.85526315789
1416	1281	9.48888888889
1575	1380	7.07692307692
1519	1356	8.31901840491
1632	1476	9.46153846154
1456	1313	9.18181818182
1518	1347	7.87719298246
1482	1324	8.37974683544
1622	1460	9.01234567901
1661	1449	6.83490566038
1686	1483	7.30541871921
1280	1148	8.69696969697
1512	1378	10.2835820896
1460	1312	8.86486486486
1411	1264	8.59863945578
1341	1226	10.6608695652
1551	1374	7.76271186441
1527	1359	8.08928571429
1603	1428	8.16
1476	1335	9.46808510638
1374	1237	9.02919708029
1604	1455	9.76510067114
1417	1263	8.2012987013
1660	1469	7.69109947644
1648	1478	8.69411764706
1443	1284	8.07547169811
1507	1356	8.98013245033
1563	1384	7.73184357542
1630	1462	8.70238095238
1481	1319	8.14197530864
1536	1368	8.14285714286
1642	1473	8.71597633136
1476	1313	8.05521472393
1442	1268	7.28735632184
1404	1263	8.95744680851
1621	1475	10.102739726
1661	1488	8.60115606936
1575	1418	9.03184713376
1672	1463	7.0
1558	1390	8.27380952381
1700	1528	8.88372093023
1371	1219	8.01973684211
1367	1232	9.12592592593
1470	1319	8.73509933775
1575	1410	8.54545454545
1523	1368	8.82580645161
1523	1348	7.70285714286
1471	1302	7.70414201183
1443	1311	9.93181818182
1738	1554	8.44565217391
1483	1325	8.38607594937
1402	1230	7.1511627907
1831	1662	9.83431952663
1584	1426	9.0253164557
1829	1628	8.09950248756
1352	1216	8.94117647059
1517	1355	8.36419753086
1457	1306	8.64900662252
1636	1459	8.24293785311
1478	1335	9.33566433566
1594	1431	8.77914110429
1651	1496	9.65161290323
1633	1450	7.92349726776
1533	1366	8.17964071856
1530	1391	10.0071942446
1504	1346	8.51898734177
1466	1311	8.45806451613
1745	1576	9.32544378698
1390	1249	8.85815602837
1529	1355	7.78735632184
1428	1277	8.45695364238
1570	1395	7.97142857143
1538	1352	7.2688172043
1563	1406	8.95541401274
1384	1227	7.8152866242
1788	1628	10.175
1463	1338	10.704
1737	1568	9.27810650888
1582	1413	8.36094674556
1239	1105	8.24626865672
1542	1351	7.07329842932
1432	1287	8.87586206897
1540	1360	7.55555555556
1545	1379	8.30722891566
1560	1402	8.87341772152
1392	1230	7.59259259259
1339	1201	8.70289855072
1480	1289	6.74869109948
1448	1283	7.77575757576
1335	1193	8.4014084507
1517	1362	8.78709677419
1579	1421	8.99367088608
1412	1291	10.6694214876
1512	1360	8.94736842105
1642	1478	9.01219512195
1374	1243	9.48854961832
1734	1544	8.12631578947
1453	1312	9.30496453901
1712	1541	9.01169590643
1546	1385	8.60248447205
1873	1716	10.9299363057
1443	1280	7.8527607362
1442	1312	10.0923076923
1586	1411	8.06285714286
1668	1475	7.64248704663
1501	1334	7.9880239521
1689	1514	8.65142857143
1533	1373	8.58125
1639	1477	9.11728395062
1664	1516	10.2432432432
1505	1360	9.37931034483
1791	1585	7.69417475728
1608	1468	10.4857142857
1646	1475	8.62573099415
1566	1408	8.91139240506
1665	1508	9.6050955414
1511	1360	9.00662251656
1791	1593	8.04545454545
1571	1417	9.2012987013
1670	1505	9.12121212121
1333	1197	8.80147058824
1541	1382	8.69182389937
1473	1304	7.71597633136
1472	1325	9.01360544218
1521	1354	8.10778443114
1408	1260	8.51351351351
1671	1482	7.84126984127
1502	1350	8.88157894737
1622	1447	8.26857142857
1838	1652	8.88172043011
1562	1382	7.67777777778
1509	1351	8.55063291139
1649	1474	8.42285714286
1617	1448	8.56804733728
1366	1218	8.22972972973
1401	1263	9.15217391304
1719	1557	9.61111111111
1432	1288	8.94444444444
1616	1447	8.56213017751
1385	1224	7.60248447205
1579	1435	9.96527777778
1257	1126	8.59541984733
1572	1398	8.03448275862
1352	1212	8.65714285714
1598	1456	10.2535211268
1375	1237	8.96376811594
1447	1303	9.04861111111
1438	1298	9.27142857143
1376	1232	8.55555555556
2011	1798	8.44131455399
1675	1499	8.51704545455
1596	1424	8.27906976744
1626	1455	8.50877192982
1757	1575	8.65384615385
1515	1357	8.58860759494
1706	1547	9.72955974843
1503	1350	8.82352941176
1491	1338	8.74509803922
1574	1402	8.1511627907
1490	1326	8.08536585366
1546	1400	9.58904109589
1536	1366	8.03529411765
1496	1340	8.58974358974
1586	1395	7.30366492147
1484	1330	8.63636363636
1631	1479	9.73026315789
1573	1420	9.28104575163
1452	1310	9.22535211268
1529	1382	9.40136054422
1495	1356	9.75539568345
1302	1184	10.0338983051
1750	1569	8.66850828729
1671	1513	9.57594936709
1385	1242	8.68531468531
1669	1495	8.59195402299
1403	1267	9.31617647059
1410	1250	7.8125
1364	1202	7.41975308642
1550	1377	7.95953757225
1375	1252	10.1788617886
1443	1286	8.19108280255
1471	1315	8.42948717949
1538	1381	8.79617834395
1611	1417	7.30412371134
1629	1472	9.37579617834
1673	1489	8.09239130435
1558	1405	9.18300653595
1804	1611	8.34715025907
1557	1426	10.8854961832
1434	1289	8.88965517241
1533	1386	9.42857142857
1493	1354	9.74100719424
1649	1478	8.6432748538
1523	1365	8.63924050633
1577	1431	9.80136986301
1541	1384	8.8152866242
1504	1362	9.59154929577
1553	1404	9.42281879195
1541	1381	8.63125
1590	1426	8.69512195122
1666	1485	8.2044198895
1702	1527	8.72571428571
1515	1350	8.18181818182
1583	1426	9.08280254777
1643	1485	9.39873417722
1372	1222	8.14666666667
1719	1541	8.65730337079
1558	1370	7.28723404255
1574	1418	9.08974358974
1490	1325	8.0303030303
1363	1226	8.94890510949
1556	1389	8.31736526946
1383	1250	9.3984962406
1640	1460	8.11111111111
1670	1472	7.43434343434
1602	1434	8.53571428571
1437	1273	7.76219512195
1524	1366	8.64556962025
1564	1395	8.25443786982
1601	1411	7.42631578947
1496	1331	8.06666666667
1378	1210	7.20238095238
1575	1409	8.48795180723
1586	1425	8.85093167702
1727	1519	7.30288461538
1537	1379	8.72784810127
1712	1548	9.43902439024
1729	1539	8.1
1445	1294	8.56953642384
1563	1405	8.89240506329
1722	1551	9.0701754386
1577	1413	8.61585365854
1402	1244	7.87341772152
1451	1303	8.80405405405
1506	1362	9.45833333333
1487	1345	9.47183098592
1519	1370	9.19463087248
1705	1540	9.33333333333
1672	1501	8.77777777778
1593	1447	9.91095890411
1367	1229	8.90579710145
1652	1491	9.26086956522
1423	1290	9.6992481203
1570	1397	8.07514450867
1638	1482	9.5
1680	1536	10.6666666667
1488	1333	8.6
1632	1471	9.13664596273
1662	1514	10.2297297297
1308	1178	9.06153846154
1550	1394	8.9358974359
1479	1316	8.0736196319
1613	1431	7.86263736264
1505	1350	8.70967741935
1653	1474	8.23463687151
1654	1495	9.40251572327
1392	1257	9.31111111111
1600	1450	9.66666666667
1496	1334	8.23456790123
1523	1379	9.57638888889
1563	1419	9.85416666667
1494	1340	8.7012987013
1401	1264	9.22627737226
1432	1287	8.87586206897
1617	1458	9.16981132075
1487	1342	9.25517241379
1694	1514	8.41111111111
1299	1157	8.14788732394
1632	1452	8.06666666667
1574	1429	9.85517241379
1631	1465	8.82530120482
1352	1230	10.0819672131
1428	1257	7.35087719298
1543	1379	8.40853658537
1438	1279	8.04402515723
1535	1365	8.02941176471
1571	1416	9.13548387097
1461	1318	9.21678321678
1697	1534	9.41104294479
1503	1339	8.16463414634
1607	1441	8.68072289157
1776	1624	10.6842105263
1713	1527	8.20967741935
1556	1421	10.5259259259
1388	1247	8.84397163121
1417	1262	8.14193548387
1339	1216	9.88617886179
1516	1364	8.97368421053
1513	1365	9.22297297297
1412	1288	10.3870967742
1547	1398	9.38255033557
1704	1521	8.31147540984
1635	1465	8.61764705882
1582	1444	10.4637681159
1414	1286	10.046875
1568	1396	8.11627906977
1664	1497	8.96407185629
1427	1281	8.77397260274
1465	1287	7.23033707865
1796	1627	9.62721893491
1524	1361	8.34969325153
1473	1310	8.03680981595
1456	1319	9.62773722628
1432	1280	8.42105263158
1425	1269	8.13461538462
1489	1322	7.91616766467
1418	1268	8.45333333333
1403	1264	9.09352517986
1564	1398	8.42168674699
1654	1482	8.61627906977
1830	1648	9.05494505495
1566	1403	8.60736196319
1630	1463	8.76047904192
1341	1187	7.70779220779
1480	1322	8.36708860759
1498	1336	8.24691358025
1398	1247	8.2582781457
1671	1496	8.54857142857
1735	1574	9.77639751553
1626	1477	9.91275167785
1509	1319	6.94210526316
1536	1386	9.24
1452	1302	8.68
1596	1438	9.10126582278
1444	1316	10.28125
1812	1642	9.65882352941
1595	1440	9.29032258065
1455	1295	8.09375
1388	1230	7.78481012658
1474	1293	7.14364640884
1688	1523	9.2303030303
1578	1434	9.95833333333
1411	1263	8.53378378378
1538	1369	8.10059171598
1447	1293	8.3961038961
1534	1375	8.64779874214
1559	1399	8.74375
1335	1201	8.96268656716
1615	1458	9.28662420382
1545	1369	7.77840909091
1656	1479	8.35593220339
1697	1539	9.74050632911
1748	1538	7.32380952381
1641	1474	8.82634730539
1552	1377	7.86857142857
1487	1334	8.71895424837
1688	1538	10.2533333333
1473	1315	8.32278481013
1455	1307	8.83108108108
1492	1351	9.58156028369
1433	1313	10.9416666667
1295	1163	8.81060606061
1417	1251	7.53614457831
1661	1500	9.31677018634
1602	1438	8.76829268293
1689	1527	9.42592592593
1307	1161	7.95205479452
1394	1242	8.17105263158
1448	1304	9.05555555556
1635	1463	8.50581395349
1543	1369	7.86781609195
1623	1446	8.16949152542
1441	1316	10.528
1578	1412	8.50602409639
1591	1448	10.1258741259
1645	1479	8.90963855422
1642	1496	10.2465753425
1701	1540	9.5652173913
1677	1521	9.75
1551	1387	8.45731707317
1531	1375	8.8141025641
1682	1514	9.0119047619
1564	1381	7.54644808743
1629	1467	9.05555555556
1526	1375	9.1059602649
1497	1312	7.09189189189
1456	1299	8.27388535032
1432	1291	9.15602836879
1570	1384	7.44086021505
1619	1452	8.69461077844
1571	1418	9.26797385621
1529	1391	10.0797101449
1546	1388	8.78481012658
1710	1528	8.3956043956
1445	1283	7.91975308642
1673	1481	7.71354166667
1485	1326	8.33962264151
1511	1351	8.44375
1629	1461	8.69642857143
1549	1384	8.38787878788
1486	1337	8.97315436242
1520	1371	9.20134228188
1415	1282	9.63909774436
1550	1395	9.0
1477	1328	8.91275167785
1557	1374	7.50819672131
1571	1424	9.68707482993
1531	1359	7.9011627907
1514	1350	8.23170731707
1620	1435	7.75675675676
1591	1431	8.94375
1441	1288	8.41830065359
1669	1507	9.3024691358
1693	1524	9.01775147929
1457	1324	9.95488721805
1419	1271	8.58783783784
1490	1335	8.61290322581
1674	1516	9.59493670886
1618	1445	8.35260115607
1544	1375	8.13609467456
1558	1389	8.21893491124
1576	1409	8.4371257485
1621	1443	8.10674157303
1486	1325	8.2298136646
1398	1269	9.83720930233
1805	1604	7.98009950249
1532	1370	8.45679012346
1462	1324	9.59420289855
1593	1418	8.10285714286
1577	1412	8.55757575758
1362	1223	8.79856115108
1416	1255	7.7950310559
1470	1319	8.73509933775
1593	1443	9.62
1553	1356	6.88324873096
1553	1400	9.15032679739
1576	1393	7.61202185792
1435	1306	10.1240310078
1470	1308	8.07407407407
1616	1466	9.77333333333
1628	1444	7.84782608696
1513	1365	9.22297297297
1460	1319	9.35460992908
1415	1256	7.89937106918
1766	1597	9.44970414201
1406	1273	9.57142857143
1651	1463	7.78191489362
1554	1416	10.2608695652
1463	1305	8.25949367089
1307	1173	8.75373134328
1589	1421	8.45833333333
1627	1440	7.70053475936
1500	1369	10.4503816794
1522	1368	8.88311688312
1707	1537	9.04117647059
1388	1240	8.37837837838
1422	1267	8.17419354839
1488	1335	8.72549019608
1428	1289	9.27338129496
1676	1496	8.31111111111
1651	1484	8.88622754491
1665	1526	10.9784172662
1391	1265	10.0396825397
1594	1438	9.21794871795
1500	1363	9.94890510949
1546	1378	8.20238095238
1688	1552	11.4117647059
1672	1501	8.77777777778
1560	1408	9.26315789474
1454	1318	9.69117647059
1426	1272	8.25974025974
1511	1341	7.88823529412
1600	1460	10.4285714286
1419	1265	8.21428571429
1662	1495	8.95209580838
1591	1432	9.00628930818
1685	1520	9.21212121212
1524	1376	9.2972972973
1534	1344	7.07368421053
1648	1483	8.98787878788
1446	1293	8.45098039216
1693	1526	9.1377245509
1476	1347	10.4418604651
1399	1242	7.91082802548
1703	1513	7.96315789474
1624	1434	7.54736842105
1605	1461	10.1458333333
1519	1355	8.26219512195
1454	1312	9.23943661972
1560	1401	8.81132075472
1648	1494	9.7012987013
1761	1570	8.21989528796
1636	1489	10.1292517007
1487	1337	8.91333333333
1631	1469	9.06790123457
1429	1303	10.3412698413
1514	1347	8.06586826347
1741	1590	10.5298013245
1439	1300	9.35251798561
1511	1335	7.58522727273
1599	1426	8.24277456647
1439	1310	10.1550387597
1556	1385	8.09941520468
1417	1249	7.43452380952
1855	1666	8.81481481481
1449	1300	8.72483221477
1644	1478	8.90361445783
1443	1269	7.29310344828
1428	1278	8.52
1509	1324	7.15675675676
1374	1225	8.22147651007
1549	1385	8.44512195122
1568	1403	8.50303030303
1515	1356	8.52830188679
1610	1430	7.94444444444
1664	1485	8.29608938547
1855	1692	10.3803680982
1660	1487	8.59537572254
1396	1250	8.56164383562
1511	1338	7.73410404624
1381	1224	7.79617834395
1510	1320	6.94736842105
1736	1545	8.0890052356
1432	1280	8.42105263158
1440	1301	9.35971223022
1488	1313	7.50285714286
1515	1358	8.64968152866
1506	1347	8.47169811321
1548	1388	8.675
1619	1461	9.24683544304
1528	1402	11.126984127
1594	1420	8.16091954023
1642	1453	7.68783068783
1327	1193	8.90298507463
1539	1387	9.125
1510	1349	8.37888198758
1639	1475	8.99390243902
1532	1376	8.82051282051
1575	1399	7.94886363636
1522	1368	8.88311688312
1477	1330	9.04761904762
1410	1257	8.21568627451
1574	1400	8.04597701149
1457	1312	9.04827586207
1426	1287	9.25899280576
1552	1398	9.07792207792
1554	1389	8.41818181818
1492	1334	8.44303797468
1325	1210	10.5217391304
1628	1442	7.75268817204
1467	1330	9.70802919708
1482	1324	8.37974683544
1913	1682	7.28138528139
1675	1504	8.79532163743
1486	1325	8.2298136646
1529	1412	12.0683760684
1501	1339	8.26543209877
1451	1321	10.1615384615
1541	1384	8.8152866242
1510	1368	9.6338028169
1802	1621	8.95580110497
1642	1477	8.95151515152
1290	1160	8.92307692308
1621	1482	10.6618705036
1668	1497	8.75438596491
1231	1079	7.09868421053
1453	1305	8.81756756757
1285	1135	7.56666666667
1705	1536	9.08875739645
1537	1385	9.11184210526
1611	1458	9.52941176471
1337	1200	8.75912408759
1526	1385	9.82269503546
1425	1269	8.13461538462
1533	1371	8.46296296296
1491	1324	7.92814371257
1363	1215	8.20945945946
1596	1429	8.55688622754
1585	1456	11.2868217054
1548	1388	8.675
1551	1379	8.01744186047
1443	1296	8.81632653061
1495	1311	7.125
1551	1399	9.20394736842
1493	1338	8.63225806452
1440	1288	8.47368421053
1630	1440	7.57894736842
1551	1383	8.23214285714
1489	1345	9.34027777778
1667	1496	8.7485380117
1381	1243	9.00724637681
1598	1432	8.6265060241
1477	1329	8.97972972973
1408	1262	8.64383561644
1619	1451	8.6369047619
1510	1330	7.38888888889
1562	1377	7.44324324324
1353	1198	7.72903225806
1548	1392	8.92307692308
1567	1405	8.67283950617
1485	1330	8.58064516129
1570	1409	8.75155279503
1470	1311	8.24528301887
1621	1450	8.47953216374
1667	1485	8.15934065934
1456	1306	8.70666666667
1465	1296	7.66863905325
1664	1506	9.53164556962
1638	1465	8.46820809249
1537	1383	8.98051948052
1570	1386	7.53260869565
1549	1380	8.16568047337
1712	1519	7.87046632124
1489	1341	9.06081081081
1426	1294	9.80303030303
1451	1281	7.53529411765
1582	1412	8.30588235294
1542	1378	8.40243902439
1436	1291	8.90344827586
1583	1422	8.83229813665
1514	1361	8.8954248366
1468	1340	10.46875
1678	1517	9.42236024845
1536	1388	9.37837837838
1691	1523	9.06547619048
1482	1299	7.09836065574
1417	1270	8.63945578231
1679	1509	8.87647058824
1502	1311	6.86387434555
1476	1320	8.46153846154
1610	1433	8.09604519774
1333	1187	8.1301369863
1702	1542	9.6375
1363	1221	8.5985915493
1346	1202	8.34722222222
1542	1382	8.6375
1529	1370	8.61635220126
1293	1163	8.94615384615
1428	1288	9.2
1744	1581	9.69938650307
1490	1338	8.80263157895
1504	1338	8.06024096386
1557	1423	10.6194029851
1529	1372	8.73885350318
1607	1447	9.04375
1379	1198	6.61878453039
1461	1320	9.36170212766
1590	1424	8.57831325301
1626	1445	7.98342541436
1471	1306	7.91515151515
1621	1451	8.53529411765
1816	1631	8.81621621622
1473	1321	8.69078947368
1578	1379	6.92964824121
1672	1518	9.85714285714
1381	1233	8.33108108108
1607	1439	8.56547619048
